CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,ProcessedText
UgjBeAouVGlnHHgCoAEC,04kJtp6pVXI,"How many shots to disable one man ? If the officer felt so threatened was there a call for backup ? How many shots before one man cannot continue to threaten another ? With the transcript of witness evidence released there seems to more questions unanswered than answered, I pray for all involved that they might find some peace from a terrible encounter. Amen ",False,False,False,False,False,False,False,False,False,False,False,False,shot disable man officer feel threatened backup shot man continue threaten transcript witness evidence release question unanswered answer pray involve find peace terrible encounter aman
Ugj-d4OvbPSsp3gCoAEC,04kJtp6pVXI,"My thought of this ""waste of skin' catching his just  desert at 3300fps wouldn't make me a popular guy with  the ""no free people allowed"" party. But I don't live on the bookends of this country. The rest of you libshits' would do yourselves justice to know the MAJORITY of Real Americans despise you in every way. Know It and own it. Every day you continue to exist is because ying must have yang motherjumper!",True,True,False,False,True,True,False,False,False,False,False,False,thought waste skin catch desert 3300fps not popular guy free people allow party not live bookend country rest libshit justice know majority real americans despise way know day continue exist ying yang motherjumper
UgjDj4EdLYK2DHgCoAEC,04kJtp6pVXI,"Wow, an a-hole that makes a CNN interviewer seem reasonable and balanced....",True,True,False,False,True,False,False,False,False,False,False,False,wow ahole make cnn interviewer reasonable balanced
UgjDkqFGun9P7XgCoAEC,04kJtp6pVXI,Never argue with an idiot ,True,True,False,False,False,False,False,False,False,False,False,False,argue idiot
UgjDNWUuHfmW8ngCoAEC,04kJtp6pVXI,"So ratchet!lol
",False,False,False,False,False,False,False,False,False,False,False,False,ratchetlol
Ugjek7V9EALpd3gCoAEC,04kJtp6pVXI,"STFU YOU MUSLIM PIECE OF SHIT!  the cops should have fired ten rounds into his ass.

or better still... lets cut his head off and pour pigs blood down his throat. I am willing to bet it was them dirty fckn Islamic bastards that set those fires and not even the blacks that did.",True,True,True,True,False,True,False,False,False,False,True,False,stfu muslim piece shit cop fire round ass well let cut head pour pig blood throat willing bet dirty fckn islamic bastard set fire black
UgjElqgr_N7Rz3gCoAEC,04kJtp6pVXI,"I made a song addressing Ferguson and the issues today. Please listen and thank you

Tha Bigger Picture - SoundCloud
Listen to Tha Bigger Picture by Kool D #np on #SoundCloud
http://soundcloud.com/derek-savage-3/tha-bigger-picture",False,False,False,False,False,False,False,False,False,False,False,False,song address ferguson issue today listen thank tha big picture soundcloud listen tha big picture kool np soundcloud
UgjfhaN-0hZ-l3gCoAEC,04kJtp6pVXI,"Michael Smerconish is a little bitch. I like how he subtly tries to insult the guy and the guy laughs at him. This really shows how low CNN will stoop and what a garbage hole CNN has become.. And what a piece of ass sucking work Michael Smerconish is.  I guess it is no wonder why in my home we
DON'T WATCH CNN.  (CRAP NEWS NETWORK)",True,True,False,False,True,False,False,False,False,False,False,False,michael smerconish little bitch like subtly try insult guy guy laugh show low cnn stoop garbage hole cnn piece ass suck work michael smerconish guess wonder home not watch cnn crap news network
UgjfTxEkymS1K3gCoAEC,04kJtp6pVXI,"NO THANKSGIVEN OR CHRISTMAS   for all the Owners of the Business that were Looted,stole from, Burned out for no good reason and NONE FOR YEARS TO COME,    These People did NOTHING except serve the same ones that Burned them out.     May God have mercy on you    I WOULD NOT.",False,False,False,False,False,False,False,False,False,False,False,False,thanksgiven christmas owner business lootedstole burn good reason year come people serve one burn god mercy
UgjhXqKvY-E1HHgCoAEC,04kJtp6pVXI,The grand jury amd processor have too much power in the justice system amd connections with other police departments that's what I'm sayin honestly,False,False,False,False,False,False,False,False,False,False,False,False,grand jury amd processor power justice system amd connection police department sayin honestly
UgjI7Oy_v6z_k3gCoAEC,04kJtp6pVXI,"They are protecting and serving us, from people like Michael Brown. The guy deserved to be killed, cry more about it...",True,True,False,True,False,False,False,False,False,False,False,False,protect serve people like michael brown guy deserve kill cry
UgjJBCVWZfyM6ngCoAEC,04kJtp6pVXI,"If that cop shot a white guy, there would not be any riots. But since he shot a black guy, everyone seems to think it was because he was black. Look at the evidence not skin color. Everyone always throws out the race card over crap like this.",False,False,False,False,False,False,False,False,False,False,False,False,cop shoot white guy riot shoot black guy think black look evidence skin color throw race card crap like
UgjKH2wDH7jQ3ngCoAEC,04kJtp6pVXI,"I find it amusing how all of these protesters claim they're fighting against racism but yet they are blind to their own racism. There have been several reports of black people attacking white people. Just a couple of days ago, it was reported that a white man was beaten to death with a hammer by black teens in St. Louis. Yeah clearly no racial intent there. Fucking hypocrites. ",True,True,False,True,False,True,True,False,False,False,False,False,find amuse protester claim fight racism blind racism report black people attack white people couple day ago report white man beat death hammer black teen st louis yeah clearly racial intent fuck hypocrite
UgjlrNXeyEXBwXgCoAEC,04kJtp6pVXI,"EXCELLENT!! They'd (media-slaves) have us wait to speak out,,so this gets lost into the next tragedy.. there's a travesty happening here that's been going on since thee origins of USA. Nøbody is free. Thee illusion is real. & so is thee struggle. & we're experiencing the collision of this experiment. Psychological warfare through attrition. In typing that,,always be aware of baiting.. don't allow 'them' to create 'helter skelter' ",False,False,False,False,False,False,False,False,False,False,False,False,excellent mediaslave wait speak outso get lose tragedy travesty happen go thee origin usa nøbody free thee illusion real thee struggle experience collision experiment psychological warfare attrition type thatalway aware bait not allow create helter skelter
UgjM74PGGbwFY3gCoAEC,04kJtp6pVXI,"Michael Brown, rob a store assaulted the store owner. Then fought with a police officer Darren Wilson in and through the police window went for the officer gun, then was shot and killed. Brown did not have a shirt saying I'm not armed. This is what happens when you do criminal activity, regardless of the color of your skin. A linch mob mentality should not get there way, or public pressure when all the facts support Browns activity of the day. Some wonder if Brown wanted death (suicide) by cop for his family could sue.",True,True,False,True,False,False,False,False,False,False,False,False,michael brown rob store assault store owner fight police officer darren wilson police window go officer gun shoot kill brown shirt say arm happen criminal activity regardless color skin linch mob mentality way public pressure fact support browns activity day wonder brown want death suicide cop family sue
UgjmzNGyJF1uzHgCoAEC,04kJtp6pVXI,this fucking fuck can't even defend himself properly what a joke,True,True,False,False,True,False,False,False,False,False,False,False,fucking fuck not defend properly joke
UgjNiAdoDPMUW3gCoAEC,04kJtp6pVXI,Wow.. Think I'm going to buy a bullet proof vest..shit! if your black it's like everybody is tryin' to shoot you.!,True,True,False,True,False,False,False,False,False,False,False,False,wow think go buy bullet proof vestshit black like everybody tryin shoot
UgjodqpHT_cLnHgCoAEC,04kJtp6pVXI,If a black officer shot a white guy it would be fine by black people.  I'm not a racist. ,True,False,False,False,False,True,True,False,False,False,False,False,black officer shoot white guy fine black people racist
Ugj-OPIvnk0plHgCoAEC,04kJtp6pVXI,"This delusional moron's anger is ONLY justified if Mike was, indeed, unjustly killed. If, on the other hand, Mike was a malicious person, and the shooting was justified, then all the rioting is not justified. NO ONE can know what happened there that day, so any riots are taking place on the basis of assumptions. ",True,True,False,False,True,False,False,False,False,False,False,False,delusional moron anger justify mike unjustly kill hand mike malicious person shooting justify rioting justify know happen day riot take place basis assumption
UgjP7lbdAZIARXgCoAEC,04kJtp6pVXI,"OMG! IT'S A TERRORIST! AN ISIS UNDERCOVER-AGENT! What are you doing, Americans???? ARREST HIM!",True,False,False,False,False,True,True,False,False,False,False,False,omg terrorist isis undercoveragent americans arrest
UgjPbUB7WBPWGngCoAEC,04kJtp6pVXI,Keep letting real people get in front of the camera... The truth will be told in its purest form.,False,False,False,False,False,False,False,False,False,False,False,False,let real people camera truth tell pure form
UgjPxVdzjpe293gCoAEC,04kJtp6pVXI,criminal kids get shot by the police almost everyday. Plus Mike Brown has a bad criminal record and started the fight.,False,False,False,False,False,False,False,False,False,False,False,False,criminal kid shoot police everyday plus mike brown bad criminal record start fight
UgjQHirhwcgJDXgCoAEC,04kJtp6pVXI,"The city is full of really, really, really dumb people.  Can't try to reason with them.",True,True,False,False,False,False,False,False,False,False,False,False,city dumb people not try reason
UgjqOULoobsFBXgCoAEC,04kJtp6pVXI,This is not your counties go back to he middle east that's your counties b,True,False,False,False,False,True,True,False,False,False,False,False,county middle east county
UgjqUwip_APfmXgCoAEC,04kJtp6pVXI,"people get shot everyday, how come this is the only one thats getting attention ",False,False,False,False,False,False,False,False,False,False,False,False,people shoot everyday come get attention
UgjrGaGIqNBEk3gCoAEC,04kJtp6pVXI,"Why is it that in the history of mankind where people of all color, creed and cultures have found a way to rise out of the ashes of oppression for their self betterment and self preservation, EXCEPT for the blacks??????????????! WHY? Please enlighten me to this unknown phenomena.",True,False,False,False,False,True,True,False,False,False,False,False,history mankind people color creed culture find way rise ashe oppression self betterment self preservation black enlighten unknown phenomenon
UgjsJRASPa3OWHgCoAEC,04kJtp6pVXI,What a fucking douche bag,True,True,False,False,True,False,False,False,False,False,False,False,fucking douche bag
UgjUmLh6NzcUIHgCoAEC,04kJtp6pVXI,CNN needs to hire that man. He is a real American. We are in trouble. ,True,True,False,True,False,False,False,False,False,False,False,False,cnn need hire man real american trouble
UgjuofaJSKK4uXgCoAEC,04kJtp6pVXI,"One feral hoodlum put down, the rest of us no longer need to fear his thuggish behavior. Upset about that? Blame his parents- they failed to raise him right and provide proper supervision. Or, he was just defective from the start. Either way sounds like a case of quality control to me. Thank you Officer Wilson for doing your job.",True,False,False,False,False,True,True,False,False,False,False,False,feral hoodlum rest long need fear thuggish behavior upset blame parent fail raise right provide proper supervision defective start way sound like case quality control thank officer wilson job
UgjuogKZIaJQBHgCoAEC,04kJtp6pVXI,The US government is killing its population!,True,True,False,True,False,False,False,False,False,False,False,False,government kill population
UgjuxrM3xLeDeHgCoAEC,04kJtp6pVXI,FAKE!!...CNN IS BS,True,True,False,False,False,False,False,False,False,False,False,False,fakecnn b
UgjV8NXrlSv2VngCoAEC,04kJtp6pVXI,We need to get back to basics. When these savages riot or protest use the German Shepard's. then shoot these animals...,True,True,True,False,False,True,True,False,False,False,False,False,need basic savage riot protest use german shepard shoot animal
UgjVBYXVv7PQf3gCoAEC,04kJtp6pVXI,Why the hell are they even interviewing him? This guy's such an idiot.,True,True,False,False,False,False,False,False,False,False,False,False,hell interview guy idiot
UgjVMgqlNAhoK3gCoAEC,04kJtp6pVXI,"Oh my God. I fucking love that Arab guy. Such wise words. He is seriously someone who has open eyes to the world. He sees things for how they are, which is so rare in our world today. A big fucking amen to that guy... Wake the fuck up America",True,True,False,False,True,False,False,False,False,False,False,False,oh god fucking love arab guy wise word seriously open eye world see thing rare world today big fucking amen guy wake fuck america
UgjvtB3VfyMZK3gCoAEC,04kJtp6pVXI,"Mr. Smerconish, you Sir, are not a journalist. NO journalists say or claim to the interview object that he/she is searching for 15mins of fame just for being a part of the interview. And/or just because he/she did not speak in the direction you wanted them to.
- If anything, it is you trying to DEFAME a person. And that is illegal! And you should definitively serve time for that! 
You should go back to school because it is truly obvious that you do not handle the word of mouth with care NOR are you critical enough of the Authorities!
Why would you wait for tons of paper that shows what we all know...That he INDEED ran, stopped, hands in the air and got shot, multiple times. There should be no doubt from your side that this happened if the witnesses says so. There should be, however, an investigative journalist who goes out and ask the people.

Your opinion is NOT superior! GET OFF YOUR CHAIR AND GO OUT AND DO SOME REAL REPORTING!  SHAME ON YOU!!! And SHAME ON CNN FOR NOT HIRING PROFESSIONALS!!",True,True,False,True,False,False,False,False,False,False,False,False,mr smerconish sir journalist journalist claim interview object heshe search 15min fame interview andor heshe speak direction want try defame person illegal definitively serve time school truly obvious handle word mouth care critical authority wait ton paper show knowthat run stop hand air get shoot multiple time doubt happen witness say investigative journalist go ask people opinion superior chair real reporting shame shame cnn hire professional
UgjvVnP2cOilnngCoAEC,04kJtp6pVXI,"That Arab is rapping 3:14
Go ahead bro....LOL
So getto he is",True,False,False,False,False,True,True,False,False,False,False,False,arab rap 314 ahead brolol getto
UgjxJ_ExKvTTXHgCoAEC,04kJtp6pVXI,Isn't this the dude who got knocked out and had his phone stolen in Ferguson?,False,False,False,False,False,False,False,False,False,False,False,False,not dude get knock phone steal ferguson
UgjYlZFb9Q4INXgCoAEC,04kJtp6pVXI,"Bassem Masri is an uneducated idiot. Just listen the words coming out of his mouth, he sounds like a stupid little kid. Sorry, but please grow the fuck up and learn the laws instead of repeating ""FREEDOM OF SPEECH"", ""I'M A CITIZEN"", ""GO AHEAD BRO, I'LL LISTEN TO YOU"".

Somebody shut this guy up.",True,True,False,False,True,False,False,False,False,False,False,False,bassem masri uneducated idiot listen word come mouth sound like stupid little kid sorry grow fuck learn law instead repeat freedom speech citizen ahead bro ill listen somebody shut guy
UgjzR_tdZMjDS3gCoAEC,04kJtp6pVXI,"“Do White children deserve to have a future?
Tens of millions of non-Whites flooding into White countries every year will, in a few decades, mean that Whites will be a minority in every country they founded.
Black countries will remain majority Black, and Asian countries will remain majority Asian.
Only White countries will be affected by this. This is genocide under international law.
But anti-Whites don’t call it genocide; they call it diversity.
Diversity means chasing down every last White child.
Anti-racist is a codeword for anti-White.”",True,False,False,False,False,True,True,False,False,False,False,False,white child deserve future ten million nonwhite flood white country year decade mean white minority country found black country remain majority black asian country remain majority asian white country affect genocide international law antiwhite not genocide diversity diversity mean chase white child antiracist codeword antiwhite
UgxBjt_X4L_CJVJj5Bd4AaABAg,04kJtp6pVXI,Bassem Masri well said bro!,False,False,False,False,False,False,False,False,False,False,False,False,bassem masri say bro
UgxLEI53zv4W0gHViIZ4AaABAg,04kJtp6pVXI,"This guy an idiot, if that's the best you can do, you have lost already!!  WHAT A BOZO!!",True,True,False,False,False,False,False,False,False,False,False,False,guy idiot good lose bozo
Ugy6oqzu8FkIxZzVJyJ4AaABAg,04kJtp6pVXI,he can go back where he's from period big mouth MORON,True,True,False,False,True,True,True,False,False,False,False,False,period big mouth moron
UgzC_c8tgugNMnlG48N4AaABAg,04kJtp6pVXI,"Muslims like to spit on white people.
Brought in by Muslims or nggrs I still wait for my  big plasma cheap  tv looted in some shop.",True,False,False,False,False,True,True,False,False,False,True,False,muslim like spit white people bring muslim nggrs wait big plasma cheap tv loot shop
UgzqKHuL0a2Rw3aQw3J4AaABAg,04kJtp6pVXI,Yep a Muslim bitch,True,False,False,False,False,True,False,False,False,False,True,False,yep muslim bitch
UgzrlizM92NKM2eGpvl4AaABAg,04kJtp6pVXI,Masri is unemployed,True,True,False,True,False,False,False,False,False,False,False,False,masri unemployed
Ugg1pPxlPlgCFXgCoAEC,4rCweDxDqdw,"wait if they are in an area that has a majority of African Americans, doesn't it make since that the majority of people pulled over and searched or arrested in that same area would be African American as well? ",False,False,False,False,False,False,False,False,False,False,False,False,wait area majority african americans not majority people pull search arrest area african american
Ugg2XFg6ay0y33gCoAEC,4rCweDxDqdw,"This video is liberal propaganda used to further divide people and fuel the chaos in Ferguson. Stay tuned for a trial with facts before deciding that ""evil white people"" are the source of all problems. And I mean straight up watch the trial, no fox news, CNN, or MSNBC. ",False,False,False,False,False,False,False,False,False,False,False,False,video liberal propaganda divide people fuel chaos ferguson stay tune trial fact decide evil white people source problem mean straight watch trial fox news cnn msnbc
UggOHjEF4Yr5p3gCoAEC,4rCweDxDqdw,"THE UGLY TRUTH:

If you talk like a THUG, act like a THUG, walk like a THUG, and live like a THUG... Then you will die like a THUG!

""Live by the sword die by the sword."" - ""Don't hate the player, hate the game!""

This was not an innocent little child just walking down the street who got shot in the back. If we cannot blame the parents then we must look at the individual who in this case was an adult. 

What kind of music did he listen to?
What kind of videos did he view?
Who were his role models?
How did his environment affect him?
Who were the enablers?
Who did he associate with?
But most importantly, when will he be accountable for his own actions? Unfortunately, on this day, he chose the wrong pathway to his fate. 

You cannot rob a store and call it shoplifting. Heck, you might as well call it borrowing without permission. 

This was not his first crime and there were probably many unrecorded (not caught) negative actions by Mike Brown (MB). You cannot assault another human being without consequences. Or should we say ""he was just playing, it was no big deal, or it was childish"". Get real folks. The riots, looting, attacks, and threats has nothing to do with MB. It has to do with a culture who feel they are entitled and will use any excuse or propaganda to find any excuse to commit crimes in the name of ""No Justice - No Peace!""

Hands Up - Don't Shoot!"" - Please this culture needs to STOP, ""Pants on the ground, Pants on the Ground, Looking like a Fool, with your Pants on the Ground! Hat turned Sideways, Gold in your mouth, Looking like a Fool, with your Pants on the Ground!""

Let me say, THIS IS NOT ABOUT RACE! THIS IS NOT ABOUT LACK OF JUSTICE! 

JUSTICE, naturally in the street, will usually end in tragedy. This was the result of an immature with no respect THUG who believed he could use his size to intimidate. He probably did it in school and we know he did it in the street.

--------- REAL PARENTS (or those around them) would have not called what MB did ""Childish"". That was not, nor is childish behaviors. His behaviors were felonious and criminal. And to be frank, would have probably cost him his life elsewhere at a different time. REAL PARENTS would have stated, ""This was my son. What he did was wrong in this store and to the clerk. If in fact, the evidence shows my son assaulted this officer, and posed a threat by going after the officer before the shots were fired... Then may our son rest in peace as his actions we do not condone but this consequence was just due to his own choices and actions. We unconditionally love our son. However, we also forgive the officer. We apologize to the store clerk and we hope as a family and people can move on only to learn, our actions and how we live dictate our consequences, be it positive or negative. We would also like to support alternate methods in the event this does happen again using non-lethal weapons such as rubber bullets, taser, mace, etc. ----------- And to those who truly support change - NO SILENCE - NO VIOLENCE.

There is no sugar coat here. As a human, as a race, we need to be accountable for what we say and do. 

Lastly, If the officer was racist and he did shoot MB without rhyme or reason, or if he in fact, just targeted MB & DJ because they were black, and decided to gun down MB (in the back and front) even though he surrendered peacefully with his hands raised, THEN I would side with MB and those who support the cause.

But unfortunately, the evidence thus far does not support the above paragraph. 

Question 1: Would this still be the reaction, if the officer were a female?

Question 2: Would this still be the reaction, if the officer were Black/African American?

Question 3: Would this still be the reaction, if Mike Brown was gunned down by a peer of his own race?

Question 4: Would this still be the reaction, if Mike Brown were White?

Question 5: Would this still be the end result (death), if Mike Brown was productive at home, work, or school other than running the streets?

To the people:

""Nothing in the world is more dangerous than sincere ignorance and conscientious stupidity."" - Martin Luther King, Jr.
I think it is safe to say, we are living in dangerous times because of this simple fact proving  this Martin Luther King, Jr.'s quote.  Unfortunately, it is coming from his own race and those supporting a lost cause.

To the people who cry wolf...

MJ

Please Repost!﻿",True,False,False,False,False,True,True,False,False,False,False,False,ugly truth talk like thug act like thug walk like thug live like thug die like thug live sword die sword not hate player hate game innocent little child walk street get shoot blame parent look individual case adult kind music listen kind video view role model environment affect enabler associate importantly accountable action unfortunately day choose wrong pathway fate rob store shoplift heck borrow permission crime probably unrecorded catch negative action mike brown mb assault human consequence play big deal childish real folk riot loot attack threat mb culture feel entitle use excuse propaganda find excuse commit crime justice peace hand not shoot culture need stop pant ground pant ground look like fool pant ground hat turn sideways gold mouth look like fool pant ground let race lack justice justice naturally street usually end tragedy result immature respect thug believe use size intimidate probably school know street real parent call mb childish childish behavior behavior felonious criminal frank probably cost life different time real parent state son wrong store clerk fact evidence show son assault officer pose threat go officer shot fire son rest peace action condone consequence choice action unconditionally love son forgive officer apologize store clerk hope family people learn action live dictate consequence positive negative like support alternate method event happen nonlethal weapon rubber bullet taser mace etc truly support change silence violence sugar coat human race need accountable lastly officer racist shoot mb rhyme reason fact target mb dj black decide gun mb surrender peacefully hand raise mb support cause unfortunately evidence far support paragraph question reaction officer female question reaction officer blackafrican american question reaction mike brown gun peer race question reaction mike brown white question end result death mike brown productive home work school run street people world dangerous sincere ignorance conscientious stupidity martin luther king jr think safe live dangerous time simple fact prove martin luther king jrs quote unfortunately come race support lost cause people cry wolf mj repost
UggrBEWmmOsJq3gCoAEC,4rCweDxDqdw,"People say blacks play the victim. 

But according to the comments its our fault that  the elected officals are racists. 

Whites had a good thing going in Missouri but they had to be racist.  

All white folks do is point fingers.  
Take these punk bitches out of power.  

We goin back to racism. 

Deport everyone else.  

 ",True,False,False,False,False,True,True,False,False,False,False,False,people black play victim accord comment fault elect offical racist white good thing go missouri racist white folk point finger punk bitch power goin racism deport
UggSgP25ZN0a2ngCoAEC,4rCweDxDqdw,"Protest was converted into riot because majority of people wanted it. Don't be fooled by politicians,  they play serious games with common man. Take care everyone and save humanity. Peace!",False,False,False,False,False,False,False,False,False,False,False,False,protest convert riot majority people want not fool politician play game common man care save humanity peace
Ugh_2nNUObQRbHgCoAEC,4rCweDxDqdw,"Worst TestTube video ever: some of the inequality is by choice: (""white flight""), and or via change in demographics, etc. But the remaining residents DO have a say: THEY VOTE and can put up their own nominees and go to city council meetings and put their grievances before the councilmen, etc. Besides, if this is the supposedly ""post-racial era"" in America, what does the race of leaders matter? Oh, BTW, the title asked what really caused the riots: seems from most accounts the answer is out-of-town LAWBREAKERS.",False,False,False,False,False,False,False,False,False,False,False,False,bad testtube video inequality choice white flight change demographic etc remain resident vote nominee city council meeting grievance councilman etc supposedly postracial era america race leader matter oh btw title ask cause riot account answer outoftown lawbreaker
UghaNFtOPqPjvXgCoAEC,4rCweDxDqdw,That punk did not get blasted for no reason!! If that cop didn't shoot him someone else would have!!,True,True,False,False,False,False,False,False,False,False,False,False,punk blast reason cop not shoot
UghGHkOxrTnznngCoAEC,4rCweDxDqdw,"A lot of people and the entire media is missing this huge crucial point: WHY was Micheal Brown even stopped in the first place??? The day it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days later, it was because he had robbed a convenience store. Despite the fact that owner himself says that his store was never robbed. The officer was apparently in fear for his life. The PD claims he was ""seriously injured"" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike's body an hour after the shooting. Also, Mike's body was 35 feet away from where the officer was when Mike apparently ""charged"" at him. Man, the police are full of shit. If you can't see that this shit was made up, then you're either a bigot or just a fucking idiot. ",True,True,False,False,True,False,False,False,False,False,False,False,lot people entire medium miss huge crucial point micheal brown stop place day happen officer say mike brown walk street day later rob convenience store despite fact owner say store rob officer apparently fear life pd claim seriously injure altercation mike brown video show officer perfectly fine stand mike body hour shooting mike body 35 foot away officer mike apparently charge man police shit not shit bigot fuck idiot
UghHKaYbyJMEp3gCoAEC,4rCweDxDqdw,You can say black. This piece came off a bit stiff due to the repeated use of African American.,False,False,False,False,False,False,False,False,False,False,False,False,black piece come bit stiff repeat use african american
UghHXFtt3YyAhngCoAEC,4rCweDxDqdw,I live in St. Louis and it's scary. ,False,False,False,False,False,False,False,False,False,False,False,False,live st louis scary
UghJ14Iw9IfBy3gCoAEC,4rCweDxDqdw,"Ferguson just like any American city is not a prison. If those or any other residents feel that are mistreated, discriminated against, or subjected to illegall search and seizure then my advice is move! Our country is vast and I am confident they can find somewhere in our great nation where they can find a place to be happy and successful. ",False,False,False,False,False,False,False,False,False,False,False,False,ferguson like american city prison resident feel mistreat discriminated subject illegall search seizure advice country vast confident find great nation find place happy successful
UghP2ZYNaUgv-XgCoAEC,4rCweDxDqdw,"I do believe that the correct word is caucasian not ""white"". Let's be correct in every regard. Great report though. I love the videos.",False,False,False,False,False,False,False,False,False,False,False,False,believe correct word caucasian white let correct regard great report love video
UghSDD6vMijHSHgCoAEC,4rCweDxDqdw,"In France, when I was in the military, they taught me that we could use a lethal weapon only if the other uses a similar/equal or superior lethal weapon against us or against another to defend ourselves; using a superior weapon is NOT/NEVER allowed.
I think that's a Noble French concept. B)",False,False,False,False,False,False,False,False,False,False,False,False,france military teach use lethal weapon use similarequal superior lethal weapon defend superior weapon notnever allow think noble french concept
UghSrKWXiIw663gCoAEC,4rCweDxDqdw,"Perhaps you should start teaching blacks that law and education is important, instead of treating them as special snowflakes?",True,False,False,False,False,True,True,False,False,False,False,False,start teach black law education important instead treat special snowflake
UghTL-UF1SEwzHgCoAEC,4rCweDxDqdw,While I agree with most of your report and I certainly think that the events that went down in Ferguson need to be investigated. Your statistics to support a targeting of a particular race by number of stops and searches can certainly be explained away by the fact that most of the population in that region is of a particular race given a greater opportunity that someone who is stopped is most likely going to be of that race. I think further analysis would need to be conducted to make that collation. I am not saying race is not a factor. I am saying statistics can be misleading and need to be considered thoughtfully before stating them as support for a statement.,False,False,False,False,False,False,False,False,False,False,False,False,agree report certainly think event go ferguson need investigate statistic support targeting particular race number stop search certainly explain away fact population region particular race give great opportunity stop likely go race think analysis need conduct collation say race factor say statistic misleading need consider thoughtfully state support statement
Ughtzm6ks6FsIXgCoAEC,4rCweDxDqdw,"Its funny doctors push drugs its legal, even tho prescription drugs are abused the most, whereas minorities get locked up for years because of marijuana known to be beneficial to the economy. The war on drugs started with the government who still supplies the streets to this day. Racial profiling is stupid. Caucasians commit the most mass shootings I don't see them being searched before they go in malls, movie theaters, schools etc",False,False,False,False,False,False,False,False,False,False,False,False,funny doctor push drug legal tho prescription drug abuse minority lock year marijuana know beneficial economy war drug start government supply street day racial profiling stupid caucasian commit mass shooting not search mall movie theater school etc
UghzjrDLqleo9HgCoAEC,4rCweDxDqdw,"So you're implying that because most of Ferguson is black, but most of their elected or appointed officials are white, that it means that the majority of people in Ferguson isn't represented at all? That they mostly black population wouldn't happen to have voted for or support the white officials? And just because its median income is lower than that of MO or the US as a whole, is that because its population is mostly black, or is it just a statistic?",False,False,False,False,False,False,False,False,False,False,False,False,imply ferguson black elect appoint official white mean majority people ferguson not represent black population not happen vote support white official median income low mo population black statistic
Ugi_4iRsu9Skx3gCoAEC,4rCweDxDqdw," Ridiculous liberal tripe meant to divide us along race/class barriers even more

If Blacks(I refuse to use the word African American) are oppressed by local Government then the community should band together and vote them out. Vote more blacks in. This is why we live in a Democratic Republic.
   Sorry, most of your arguments are nothing more than excuses and your criminal stats are the result of a large black community(68%?).  Blacks really need to stop listening to Democrats who preach a, ""You cannot win because the deck is stacked against you"" oppressive lifestyle. They'll never rise above their current conditions if they cling to liberal excuses. It's not the color of your skin, its the overall presentation. ",False,False,False,False,False,False,False,False,False,False,False,False,ridiculous liberal tripe mean divide raceclass barrier blacksi refuse use word african american oppress local government community band vote vote black live democratic republic sorry argument excuse criminal stat result large black community68 black need stop listen democrat preach win deck stack oppressive lifestyle ll rise current condition cling liberal excuse color skin overall presentation
Ugi4kKODyEmlvXgCoAEC,4rCweDxDqdw,"Someone has to say this so I will.
With the way most black people behave no wonder Ferguson is such a shitty place.
Most black people in the US are so fucking lazy.
I am saying this because of countless examples from my life:
1. My grandmother got a black house nurse once and the bitch did nothing all day. When my grandmother complained to the agency they sent a different woman (wasn't black) that cleaned the entire house in 4 hours.
2. My mom works at a hospital as a nurse and all her black co workers constantly do nothing and are lazy.
Now once again. not all black people are like this (one of my best friends is black and I like him like a brother) but most of them are. The fucks expect to get everything they want only because their ancestors were once slaves. 
Well, Hitler killed most of my ancestors, do you see me with sagging pants and crying like a stupid bitch about it like those stupid black people?

The inequality of representation is probably because (again) black people are generally lazy or lack the skills required to hold such positions. 
The household income ties into my previous point (lazy/lacking skill = lower income jobs).
The dropout rate from school need to be taken against the black people at Ferguson, because, once again, how will you hold a high paying job if you didn't even graduate fucking high school?
The 80% worse healthcare is once again tied into the low income. More money = better doctors.
As for the inequality of enforcement, I have to give you that one that is completely unfair, however, when looking at black officers they frisk mostly black people as well, hmmmm..... interesting? maybe.",True,True,False,True,True,True,True,False,False,False,False,False,way black people behave wonder ferguson shitty place black people fucking lazy say countless example life grandmother get black house nurse bitch day grandmother complain agency send different woman not black clean entire house hour mom work hospital nurse black co worker constantly lazy black people like good friend black like like brother fuck expect want ancestor slave hitler kill ancestor sag pant cry like stupid bitch like stupid black people inequality representation probably black people generally lazy lack skill require hold position household income tie previous point lazylacke skill low income job dropout rate school need take black people ferguson hold high pay job not graduate fuck high school 80 bad healthcare tie low income money well doctor inequality enforcement completely unfair look black officer frisk black people hmmmm interesting maybe
Ugi74Ltg5U6W4XgCoAEC,4rCweDxDqdw,I might be wrong but when a majority of the black community don't vote wouldn't it make sense for there to be an inequality in the city government.,False,False,False,False,False,False,False,False,False,False,False,False,wrong majority black community not vote not sense inequality city government
Ugi7FqQWmQYFGXgCoAEC,4rCweDxDqdw,Is there something wrong with her voice?,False,False,False,False,False,False,False,False,False,False,False,False,wrong voice
